UF,ESTADO,CARGO,SQ_CANDIDATO,NR_CANDIDATO,NM_URNA_CANDIDATO,DETALHE_SITUACAO_CAND,NR_PARTIDO,SG_PARTIDO,GENERO,COR_RACA,REELEICAO
PE,PERNAMBUCO,2º SUPLENTE,170001725493,456,DELVANIA SOBRAL,DEFERIDO,45,PSDB,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001605496,45193,RICARDO BOMBEIRO,DEFERIDO,45,PSDB,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001595437,10113,DINDA DA CULTURA,DEFERIDO,10,REPUBLICANOS,FEMININO,AMARELA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001619586,5088,JANIELLY AZEVEDO,DEFERIDO,50,PSOL,FEMININO,PRETA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001613283,1510,PROFESSOR SINÉSIO,DEFERIDO,15,MDB,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001718648,36000,MARCOS FRANÇA,DEFERIDO,36,AGIR,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001620390,40007,WELNA DRA CHUCHU,DEFERIDO,40,PSB,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001722276,35462,ELIZEU,DEFERIDO,35,PMB,MASCULINO,PRETA,N
PE,PERNAMBUCO,1º SUPLENTE,170001717467,290,GABRIEL ALEX,INDEFERIDO COM RECURSO,29,PCO,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001722266,35988,TENENTE ROSE,INDEFERIDO,35,PMB,FEMININO,PRETA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609655,5133,ARAUJO,DEFERIDO,51,PATRIOTA,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609635,5152,MARCELO MOURA,DEFERIDO,51,PATRIOTA,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001717061,28288,DR ANTONIO MÉDICO,DEFERIDO,28,PRTB,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001595426,10381,FERNANDA COSTA,DEFERIDO,10,REPUBLICANOS,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001729155,11411,VILHENIA FILGUEIRA,DEFERIDO,11,PP,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001605472,45112,RAMOS,DEFERIDO,45,PSDB,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001609306,44155,ROBERTO MAGLIANO,DEFERIDO,44,UNIÃO,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609029,1333,DR. MARCOS E O COLETIVO,DEFERIDO,13,PT,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001619696,22050,CARMEM ,DEFERIDO,22,PL,FEMININO,PRETA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001609873,51060,ROBERTA LIMA,DEFERIDO,51,PATRIOTA,FEMININO,PRETA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001595458,1040,DANIELE FERREIRA,DEFERIDO,10,REPUBLICANOS,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001724252,50122,MARACA,DEFERIDO,50,PSOL,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001595434,10999,ANDREA PAULA,DEFERIDO,10,REPUBLICANOS,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001613436,70011,MARIA FERNANDA,DEFERIDO,70,AVANTE,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001610567,7731,ZÉ DA LUZ,INDEFERIDO,77,SOLIDARIEDADE,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001718016,3331,PASTOR PAULO SANTANA,INDEFERIDO,33,PMN,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001609276,44544,RAFAEL DA NOVA ALIANÇA,RENÚNCIA,44,UNIÃO,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001613421,70013,SANDRO ABRANTES,DEFERIDO,70,AVANTE,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001718132,33999,GALEGA DA BANCA,DEFERIDO,33,PMN,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618406,50144,JAIME MARCELINO,DEFERIDO,50,PSOL,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001605476,45045,PROF. ALLAN MAUX,DEFERIDO,45,PSDB,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618932,12000,AUGUSTO MIRANDA,DEFERIDO,12,PDT,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609076,2234,RUBEM,DEFERIDO,22,PL,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001718768,3630,DO CARMO,DEFERIDO,36,AGIR,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001718781,3631,NEIDE MEYRELLYS,DEFERIDO,36,AGIR,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001619681,22022,JOÃO GUIDO,DEFERIDO,22,PL,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001717069,28072,ROMMEL,DEFERIDO,28,PRTB,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001595428,10321,GLAUCO DE MARIA,INDEFERIDO COM RECURSO,10,REPUBLICANOS,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001726025,45999,VERA LETICIA,DEFERIDO,45,PSDB,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609640,5165,JELTON PASSOS,INDEFERIDO,51,PATRIOTA,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001715432,2004,RICARDO DEZ MANDAMENTOS,DEFERIDO,20,PSC,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001717064,28777,RAFAEL MONTENEGRO,RENÚNCIA,28,PRTB,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618933,12369,CARLOS FERNANDO,DEFERIDO,12,PDT,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001610742,77700,LENINHA BELÍSSIMA ,DEFERIDO,77,SOLIDARIEDADE,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001609288,44022,DIEGO KETRIRI,DEFERIDO,44,UNIÃO,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001609304,44024,ERICK CASTELO BRANCO,DEFERIDO,44,UNIÃO,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001610714,77888,DELEGADO ROSSINE,DEFERIDO,77,SOLIDARIEDADE,MASCULINO,INDÍGENA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001595460,1011,EDNO MELO,DEFERIDO,10,REPUBLICANOS,MASCULINO,PARDA,N
PE,PERNAMBUCO,2º SUPLENTE,170001604085,222,ZUZA MONTEIRO,DEFERIDO,22,PL,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001618848,1230,JULIE BRONZE,DEFERIDO,12,PDT,FEMININO,BRANCA,N
PE,PERNAMBUCO,2º SUPLENTE,170001618131,130,FRANCISCO ALEXANDRE,DEFERIDO,13,PT,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001717068,28190,PROF POLICIAL MARCOS DOURADO,DEFERIDO,28,PRTB,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001609277,44440,MARIANA NUNES ,DEFERIDO,44,UNIÃO,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001619693,22010,ABIMAEL SANTOS,DEFERIDO,22,PL,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001718145,33333,IVANILDO PEDRO,INDEFERIDO,33,PMN,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001595444,10090,OSVALDO CAVALCANTE,DEFERIDO,10,REPUBLICANOS,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001718656,36140,LUCIANO RAÇÕES,DEFERIDO,36,AGIR,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001722254,35035,DAVI WALDIR,DEFERIDO,35,PMB,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001610412,7022,ELIZEU MACIEL,DEFERIDO,70,AVANTE,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001727901,18523,JOSAFÁ ARAÚJO,DEFERIDO,18,REDE,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001730684,28011,THAMIRES SILVA,DEFERIDO,28,PRTB,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618730,11011,JEFERSON TIMÓTEO,DEFERIDO,11,PP,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001610723,77456,HELLOYSA FERREIRA,DEFERIDO,77,SOLIDARIEDADE,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001619697,22345,ADEILDO DA IGREJA,DEFERIDO,22,PL,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001619705,22220,EVODIA ROSA,RENÚNCIA,22,PL,FEMININO,PRETA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001718766,3677,MEGUESTAR,DEFERIDO,36,AGIR,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001610750,77111,FABRIZIO FERRAZ,DEFERIDO,77,SOLIDARIEDADE,MASCULINO,PARDA,S
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001619898,4024,MIRIAM CUNHA,DEFERIDO,40,PSB,FEMININO,PRETA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001620147,1466,LUIZ OLIVEIRA,RENÚNCIA,14,PTB,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001618856,1234,WOLNEY QUEIROZ,DEFERIDO,12,PDT,MASCULINO,BRANCA,S
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001724257,50999,GALEGUINHO,INDEFERIDO,50,PSOL,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609127,4469,WILSINHO MACIEL,DEFERIDO,44,UNIÃO,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001723365,27888,SAMUEL DA SULANCA,INDEFERIDO COM RECURSO,27,DC,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001609305,44100,JAIRO METÓDIO E RODOVIÁRIOS,DEFERIDO,44,UNIÃO,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001619722,22333,NELSON MONTEIRO,DEFERIDO,22,PL,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001619723,22332,DRA. NATAL FREIRE,DEFERIDO,22,PL,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618417,50180,JÔ DAS JUNTAS,DEFERIDO COM RECURSO,50,PSOL,FEMININO,PRETA,S
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609644,5109,LUCIANA VITOR,DEFERIDO,51,PATRIOTA,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001608971,43123,DANIEL ALVES,DEFERIDO,43,PV,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001736697,14888,ASSIS HEREGE,PEDIDO NÃO CONHECIDO,14,PTB,NÃO DIVULGÁVEL,NÃO DIVULGÁVEL,Não divulgável
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001619589,1850,DÉBORA PRETAS JUNTAS,DEFERIDO,18,REDE,FEMININO,PRETA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001717072,28028,CLAUDIANO CAMPOS,DEFERIDO,28,PRTB,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001602541,1616,HELIO CABRAL,DEFERIDO,16,PSTU,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001605488,23577,SAMIA A VERAS,DEFERIDO,23,CIDADANIA,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001608964,43222,FABIANA SCHREINER,DEFERIDO,43,PV,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618739,11811,CARLOS NETO,DEFERIDO,11,PP,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001718642,36012,VITINHO MAIA,DEFERIDO,36,AGIR,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001602571,1938,MAJOR TARCIZIO,DEFERIDO,19,PODE,MASCULINO,PARDA,N
PE,PERNAMBUCO,1º SUPLENTE,170001618132,130,SILVIO COSTA,DEFERIDO,10,REPUBLICANOS,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001718009,3333,EDVAN OLIVEIRA,DEFERIDO,33,PMN,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001610745,77770,EVÂNGELA VIEIRA,DEFERIDO,77,SOLIDARIEDADE,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001609302,44344,PASTOR ESDRAS NOBERTO,DEFERIDO,44,UNIÃO,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609657,5138,RUBEM BRITO,DEFERIDO,51,PATRIOTA,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618757,11511,ROBERTA ARRAES,DEFERIDO,11,PP,FEMININO,BRANCA,S
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001724874,70333,TÃO SEBASTIÃO NETO,DEFERIDO,70,AVANTE,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001718142,33324,LUCIANO RIBEIRO,DEFERIDO,33,PMN,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001730685,44454,LUCIANA GOMES,DEFERIDO,44,UNIÃO,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001715592,2121,VICTÓRIA PINHEIRO,DEFERIDO,21,PCB,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001605495,45222,JOAQUIM NETO,DEFERIDO,45,PSDB,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001610402,7055,ALEMÃO,DEFERIDO,70,AVANTE,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609112,4444,LUCIANO BIVAR,DEFERIDO,44,UNIÃO,MASCULINO,BRANCA,S
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001608966,13013,ERIKA SURUAGY,DEFERIDO,13,PT,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001608985,13513,PROFESSOR ZÉ LUÍS,DEFERIDO,13,PT,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001620398,40140,MARCANTONIO DOURADO FILHO,DEFERIDO,40,PSB,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618424,50130,WELL,DEFERIDO,50,PSOL,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001618855,1211,TEREZA DO CEPEC,DEFERIDO,12,PDT,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618419,18321,EDINALDA CUIDADORA,DEFERIDO,18,REDE,FEMININO,PRETA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001619720,22212,NADJÂNIA GOMES,DEFERIDO,22,PL,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001619724,22267,GUTEMBERGUE ALVES DE SANTANA J,DEFERIDO,22,PL,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618929,12222,CIDINHO ANDRADE,DEFERIDO,12,PDT,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001620144,1415,ANTONIO CANDIDO ALFAIATE MIAGI,DEFERIDO,14,PTB,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001620383,40540,RODRIGO FARIAS,DEFERIDO,40,PSB,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001724249,18888,CARLOS ALBERTO JUNTOS POR PE,DEFERIDO,18,REDE,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609077,2204,SILVANIA DIAS,DEFERIDO,22,PL,FEMININO,BRANCA,N
PE,PERNAMBUCO,VICE-GOVERNADOR,170001618088,40,LUCIANA SANTOS,DEFERIDO,65,PC do B,FEMININO,PARDA,S
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001609877,51778,JOSI,DEFERIDO,51,PATRIOTA,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001613274,1501,MARCELO MARCELINHO,DEFERIDO,15,MDB,MASCULINO,NÃO INFORMADO,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001722251,35232,JOÃO AMÉRICO,DEFERIDO,35,PMB,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609073,2299,IRMAO OSINALDO,DEFERIDO,22,PL,MASCULINO,PARDA,N
PE,PERNAMBUCO,2º SUPLENTE,170001610250,555,MERY DA SAÚDE,DEFERIDO,55,PSD,FEMININO,PRETA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001718662,36500,CARLOS FREITAS DA SAUDE,DEFERIDO,36,AGIR,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001723513,9050,GEOVA DE SIQUEIRA FREITAS,INDEFERIDO COM RECURSO,90,PROS,MASCULINO,INDÍGENA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618930,12233,SANDRA MATOS,DEFERIDO,12,PDT,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001619707,22300,JOEL DA HARPA,DEFERIDO,22,PL,MASCULINO,PRETA,S
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001609270,44778,MISSIONARIA SAVANA,DEFERIDO,44,UNIÃO,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609070,2210,CORONEL MEIRA,DEFERIDO,22,PL,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001619895,4000,GONZAGA PATRIOTA,DEFERIDO,40,PSB,MASCULINO,BRANCA,S
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618755,11115,JOACI FREITAS ,DEFERIDO,11,PP,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001605483,23000,DENIS RICARDO,DEFERIDO,23,CIDADANIA,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001620392,40888,ADERALDO PINTO,DEFERIDO,40,PSB,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001718012,3303,AMANDA DAS COMUNIDADS,DEFERIDO,33,PMN,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001723363,2788,CIDINHA DO POVO,DEFERIDO,27,DC,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618418,50124,MESSIAS,DEFERIDO,50,PSOL,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001613278,1555,IZA ARRUDA,DEFERIDO,15,MDB,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001722263,35555,INÊS DIAS,INDEFERIDO,35,PMB,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001608983,65100,FLOR DA COLETIVA,DEFERIDO,65,PC do B,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001608963,13180,FLÁVIA HELLEN,DEFERIDO,13,PT,FEMININO,PRETA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001596601,3012,ZELIA MOURA,DEFERIDO,30,NOVO,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001610398,7050,DR ANTONIO STENIO,DEFERIDO,70,AVANTE,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001718007,3309,RENATA ROCHA,INDEFERIDO,33,PMN,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001602574,1999,ZÉ NEGÃO,DEFERIDO,19,PODE,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618741,11888,FLAVINHA LINS,DEFERIDO,11,PP,FEMININO,PRETA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001610769,4441,PR. BEMJAMIM PIRES,INDEFERIDO COM RECURSO,44,UNIÃO,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001723364,27000,PROFESSOR FELIX,INDEFERIDO COM RECURSO,27,DC,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001595466,1033,DEFENSOR MANOEL JERONIMO,DEFERIDO,10,REPUBLICANOS,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001608970,13650,OSMAR RICARDO,DEFERIDO,13,PT,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001618844,1222,GORETTI QUEIROZ,DEFERIDO,12,PDT,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609035,1340,PROFESSORA KARLA,DEFERIDO,13,PT,FEMININO,PRETA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001620145,1450,PROF ZÉ CARLOS,DEFERIDO,14,PTB,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001604093,4522,ANDRE FONSECA,DEFERIDO,45,PSDB,MASCULINO,PARDA,N
PE,PERNAMBUCO,VICE-GOVERNADOR,170001604112,44,ALESSANDRA VIEIRA,DEFERIDO,44,UNIÃO,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001605469,45123,DELEGADA PATRICIA,DEFERIDO,45,PSDB,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001620381,40555,RODRIGO NOVAES,DEFERIDO,40,PSB,MASCULINO,BRANCA,S
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001718761,3601,ZÉ AUGUSTO,INDEFERIDO COM RECURSO,36,AGIR,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001595430,10122,MISSIONARIA GRAÇA MIRANDA,DEFERIDO,10,REPUBLICANOS,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001722248,35888,DIÁCONO RICARDO,INDEFERIDO,35,PMB,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001595432,10777,CLAUDIA LUPERCIO,DEFERIDO,10,REPUBLICANOS,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001618841,1212,ISABELLA DE ROLDAO,DEFERIDO,12,PDT,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618748,11789,CARLOS ALBERTO CAUSA ANIMAL ,DEFERIDO,11,PP,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001733444,4520,MAJOR CLARISSA,DEFERIDO,45,PSDB,FEMININO,PARDA,N
PE,PERNAMBUCO,2º SUPLENTE,170001601201,160,CRISTINA ARAÚJO,DEFERIDO,16,PSTU,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001610716,77277,DELEGADA BEATRIZ GIBSON,DEFERIDO,77,SOLIDARIEDADE,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609084,2201,CLÓVIS CORRÊA,DEFERIDO,22,PL,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618401,50123,ERNANDES ROITHIMA,DEFERIDO,50,PSOL,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609037,1331,VIVI FARIAS,DEFERIDO,13,PT,FEMININO,BRANCA,N
PE,PERNAMBUCO,SENADOR,170001717466,290,ROBERTA RITA,INDEFERIDO COM RECURSO,29,PCO,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001609266,44744,ALTAIR FERREIRA ,DEFERIDO,44,UNIÃO,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001718763,3610,CHARLES DA JUVENTUDE,RENÚNCIA,36,AGIR,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001610726,77001,SANTOS FARIAS,DEFERIDO,77,SOLIDARIEDADE,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618927,12321,RISLAYNE SOUZA,DEFERIDO,12,PDT,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001619686,22200,MARCELO TUBARÃO,DEFERIDO,22,PL,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001619596,5014,WALLAMY DANILO,DEFERIDO,50,PSOL,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001595455,1022,CLAUDIO MENDONÇA,DEFERIDO,10,REPUBLICANOS,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001717066,28222,INSPETOR EDJAILSON,DEFERIDO,28,PRTB,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001610727,77100,WANDERSON,DEFERIDO,77,SOLIDARIEDADE,MASCULINO,BRANCA,S
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001723356,2790,ZÉ DA RIMA,DEFERIDO,27,DC,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618734,11420,FÁBIO MAGGI,DEFERIDO,11,PP,MASCULINO,BRANCA,N
